!
!Columns:
!
!SUPLAY LAY WIRE Xa Ya Za Xb Yb Zb
!
!These are the wire endpoints for sector 1. We will simply
!duplicate for the other sectors. Note the layers (column 2)
!go from 1 to 8. Layers 1 and 8 are guard layers. Layer 2
!is the first sense layer. Likewise the wires (column 3) go from 
!1 to 114. Wires 1 and 114 are guard wires. Wire 2 is the first
!sense wire. The units are cm.
!
!
1 2 52   86.0222   48.8585  212.8240   77.2364  -43.3739  216.9209
1 2 53   87.3184   49.6677  212.2196   78.3872  -44.0923  216.3843
1 2 54   88.6147   50.4769  211.6151   79.5379  -44.8106  215.8477
1 2 55   89.9109   51.2861  211.0106   80.6886  -45.5290  215.3111
1 2 56   91.2072   52.0953  210.4062   81.8394  -46.2474  214.7745
1 2 57   92.5034   52.9045  209.8017   82.9901  -46.9657  214.2379
1 2 58   93.7997   53.7137  209.1973   84.1409  -47.6841  213.7013
1 2 59   95.0960   54.5229  208.5928   85.2916  -48.4024  213.1647
1 2 60   96.3922   55.3321  207.9884   86.4424  -49.1208  212.6281
1 2 61   97.6885   56.1413  207.3839   87.5931  -49.8392  212.0915
1 2 62   98.9847   56.9505  206.7795   88.7438  -50.5575  211.5549
1 2 63  100.2810   57.7597  206.1750   89.8946  -51.2759  211.0183
1 2 64  101.5772   58.5689  205.5706   91.0453  -51.9943  210.4817
1 2 65  102.8735   59.3781  204.9661   92.1961  -52.7126  209.9451
1 2 66  104.1697   60.1873  204.3617   93.3468  -53.4310  209.4085
1 2 67  105.4660   60.9965  203.7572   94.4975  -54.1493  208.8719
1 2 68  106.7622   61.8057  203.1528   95.6483  -54.8677  208.3353
1 2 69  108.0585   62.6149  202.5483   96.7990  -55.5861  207.7987
1 2 70  109.3547   63.4241  201.9439   97.9498  -56.3044  207.2621
1 2 71  110.6510   64.2333  201.3394   99.1005  -57.0228  206.7255
1 2 72  111.9472   65.0425  200.7350  100.2512  -57.7412  206.1889
1 2 73  113.2435   65.8517  200.1305  101.4020  -58.4595  205.6523
1 2 74  114.5397   66.6609  199.5261  102.5527  -59.1779  205.1157
1 2 75  115.8360   67.4701  198.9216  103.7035  -59.8963  204.5791
1 2 76  117.1322   68.2793  198.3172  104.8542  -60.6146  204.0425
1 2 77  118.4285   69.0885  197.7127  106.0050  -61.3330  203.5059
1 2 78  119.7247   69.8977  197.1082  107.1557  -62.0513  202.9693
1 2 79  121.0210   70.7069  196.5038  108.3064  -62.7697  202.4327
1 2 80  122.3172   71.5161  195.8993  109.4572  -63.4881  201.8961
1 2 81  123.6135   72.3253  195.2949  110.6079  -64.2064  201.3595
1 2 82  124.9097   73.1345  194.6904  111.7587  -64.9248  200.8229
1 2 83  126.2060   73.9437  194.0860  112.9094  -65.6432  200.2863
1 2 84  127.5022   74.7529  193.4815  114.0601  -66.3615  199.7497
1 2 85  128.7985   75.5621  192.8771  115.2109  -67.0799  199.2131
1 2 86  130.0947   76.3713  192.2726  116.3616  -67.7982  198.6765
1 2 87  131.3910   77.1805  191.6682  117.5124  -68.5166  198.1399
1 2 88  132.6873   77.9897  191.0637  118.6631  -69.2350  197.6033
1 2 89  133.9835   78.7989  190.4593  119.8138  -69.9533  197.0667
1 2 90  135.2798   79.6081  189.8548  120.9646  -70.6717  196.5301
1 2 91  136.5760   80.4173  189.2504  122.1153  -71.3901  195.9935
1 2 92  137.8723   81.2265  188.6459  123.2661  -72.1084  195.4569
1 2 93  139.1685   82.0357  188.0415  124.4168  -72.8268  194.9203
1 2 94  140.4648   82.8449  187.4370  125.5675  -73.5451  194.3837
1 2 95  141.7610   83.6541  186.8326  126.7183  -74.2635  193.8471
1 2 96  143.0573   84.4633  186.2281  127.8690  -74.9819  193.3105
1 2 97  144.3535   85.2725  185.6237  129.0198  -75.7002  192.7739
1 2 98  145.6498   86.0817  185.0192  130.1705  -76.4186  192.2373
1 2 99  146.9460   86.8909  184.4148  131.3213  -77.1370  191.7007
1 2 100  148.2423   87.7001  183.8103  132.4720  -77.8553  191.1641
1 2 101  149.5385   88.5093  183.2059  133.6227  -78.5737  190.6275
1 2 102  150.8348   89.3185  182.6014  134.7735  -79.2921  190.0909
1 2 103  152.1310   90.1277  181.9969  135.9242  -80.0104  189.5543
1 2 104  153.4273   90.9369  181.3925  137.0750  -80.7288  189.0177
1 2 105  154.7235   91.7461  180.7880  138.2257  -81.4471  188.4811
1 2 106  156.0198   92.5553  180.1836  139.3764  -82.1655  187.9445
1 2 107  157.3160   93.3645  179.5791  140.5272  -82.8839  187.4079
1 2 108  158.6123   94.1737  178.9747  141.6779  -83.6022  186.8713
1 2 109  159.9085   94.9829  178.3702  142.8287  -84.3206  186.3347
1 2 110  161.2048   95.7921  177.7658  143.9794  -85.0390  185.7981
1 2 111  162.5010   96.6013  177.1613  145.1301  -85.7573  185.2615
1 2 112  163.7973   97.4105  176.5569  146.2809  -86.4757  184.7249
1 2 113  165.0935   98.2197  175.9524  147.4316  -87.1940  184.1883
1 2 114  166.3898   99.0289  175.3480  148.5824  -87.9124  183.6517
1 3 1   21.0511    7.9939  244.3989   19.6136   -7.0966  245.0692
1 3 2   22.3474    8.8031  243.7944   20.7644   -7.8149  244.5326
1 3 3   23.6436    9.6123  243.1900   21.9151   -8.5333  243.9960
1 3 4   24.9399   10.4215  242.5855   23.0659   -9.2517  243.4594
1 3 5   26.2361   11.2307  241.9811   24.2166   -9.9700  242.9228
1 3 6   27.5324   12.0399  241.3766   25.3674  -10.6884  242.3862
1 3 7   28.8286   12.8491  240.7722   26.5181  -11.4068  241.8496
1 3 8   30.1249   13.6583  240.1677   27.6688  -12.1251  241.3130
1 3 9   31.4211   14.4675  239.5633   28.8196  -12.8435  240.7764
1 3 10   32.7174   15.2767  238.9588   29.9703  -13.5618  240.2398
1 3 11   34.0136   16.0859  238.3544   31.1211  -14.2802  239.7032
1 3 12   35.3099   16.8951  237.7499   32.2718  -14.9986  239.1666
1 3 13   36.6061   17.7043  237.1455   33.4225  -15.7169  238.6300
1 3 14   37.9024   18.5135  236.5410   34.5733  -16.4353  238.0934
1 3 15   39.1986   19.3227  235.9366   35.7240  -17.1537  237.5568
1 3 16   40.4949   20.1319  235.3321   36.8748  -17.8720  237.0202
1 3 17   41.7912   20.9411  234.7276   38.0255  -18.5904  236.4836
1 3 18   43.0874   21.7503  234.1232   39.1762  -19.3087  235.9470
1 3 19   44.3837   22.5595  233.5187   40.3270  -20.0271  235.4104
1 3 20   45.6799   23.3687  232.9143   41.4777  -20.7455  234.8738
1 3 21   46.9762   24.1779  232.3098   42.6285  -21.4638  234.3372
1 3 22   48.2724   24.9871  231.7054   43.7792  -22.1822  233.8006
1 3 23   49.5687   25.7963  231.1009   44.9300  -22.9006  233.2640
1 3 24   50.8649   26.6055  230.4965   46.0807  -23.6189  232.7274
1 3 25   52.1612   27.4147  229.8920   47.2314  -24.3373  232.1908
1 3 26   53.4574   28.2239  229.2876   48.3822  -25.0556  231.6542
1 3 27   54.7537   29.0331  228.6831   49.5329  -25.7740  231.1176
1 3 28   56.0499   29.8423  228.0787   50.6837  -26.4924  230.5810
1 3 29   57.3462   30.6515  227.4742   51.8344  -27.2107  230.0444
1 3 30   58.6424   31.4607  226.8698   52.9851  -27.9291  229.5078
1 3 31   59.9387   32.2699  226.2653   54.1359  -28.6475  228.9712
1 3 32   61.2349   33.0791  225.6609   55.2866  -29.3658  228.4346
1 3 33   62.5312   33.8883  225.0564   56.4374  -30.0842  227.8980
1 3 34   63.8274   34.6975  224.4520   57.5881  -30.8026  227.3614
1 3 35   65.1237   35.5067  223.8475   58.7388  -31.5209  226.8248
1 3 36   66.4199   36.3159  223.2431   59.8896  -32.2393  226.2882
1 3 37   67.7162   37.1251  222.6386   61.0403  -32.9576  225.7516
1 3 38   69.0124   37.9343  222.0342   62.1911  -33.6760  225.2150
1 3 39   70.3087   38.7435  221.4297   63.3418  -34.3944  224.6784
1 3 40   71.6049   39.5527  220.8253   64.4925  -35.1127  224.1418
1 3 41   72.9012   40.3619  220.2208   65.6433  -35.8311  223.6052
1 3 42   74.1974   41.1711  219.6163   66.7940  -36.5495  223.0686
1 3 43   75.4937   41.9803  219.0119   67.9448  -37.2678  222.5320
1 3 44   76.7899   42.7895  218.4074   69.0955  -37.9862  221.9954
1 3 45   78.0862   43.5987  217.8030   70.2463  -38.7045  221.4588
1 3 46   79.3825   44.4079  217.1985   71.3970  -39.4229  220.9222
1 3 47   80.6787   45.2171  216.5941   72.5477  -40.1413  220.3856
1 3 48   81.9750   46.0263  215.9896   73.6985  -40.8596  219.8490
1 3 49   83.2712   46.8355  215.3852   74.8492  -41.5780  219.3124
1 3 50   84.5675   47.6447  214.7807   76.0000  -42.2964  218.7758
1 3 51   85.8637   48.4539  214.1763   77.1507  -43.0147  218.2392
1 3 52   87.1600   49.2631  213.5718   78.3014  -43.7331  217.7026
1 3 53   88.4562   50.0723  212.9674   79.4522  -44.4514  217.1660
1 3 54   89.7525   50.8815  212.3629   80.6029  -45.1698  216.6294
1 3 55   91.0487   51.6907  211.7585   81.7537  -45.8882  216.0928
1 3 56   92.3450   52.4999  211.1540   82.9044  -46.6065  215.5562
1 3 57   93.6412   53.3091  210.5496   84.0551  -47.3249  215.0196
1 3 58   94.9375   54.1183  209.9451   85.2059  -48.0433  214.4830
1 3 59   96.2337   54.9275  209.3407   86.3566  -48.7616  213.9464
1 3 60   97.5300   55.7367  208.7362   87.5074  -49.4800  213.4098
1 3 61   98.8262   56.5459  208.1318   88.6581  -50.1984  212.8732
1 3 62  100.1225   57.3551  207.5273   89.8089  -50.9167  212.3366
1 3 63  101.4187   58.1643  206.9229   90.9596  -51.6351  211.8000
1 3 64  102.7150   58.9735  206.3184   92.1103  -52.3534  211.2634
1 3 65  104.0112   59.7827  205.7139   93.2611  -53.0718  210.7268
1 3 66  105.3075   60.5919  205.1095   94.4118  -53.7902  210.1902
1 3 67  106.6037   61.4011  204.5050   95.5626  -54.5085  209.6536
1 3 68  107.9000   62.2103  203.9006   96.7133  -55.2269  209.1170
1 3 69  109.1962   63.0195  203.2961   97.8640  -55.9453  208.5804
1 3 70  110.4925   63.8287  202.6917   99.0148  -56.6636  208.0438
1 3 71  111.7887   64.6379  202.0872  100.1655  -57.3820  207.5072
1 3 72  113.0850   65.4471  201.4828  101.3163  -58.1003  206.9706
1 3 73  114.3812   66.2563  200.8783  102.4670  -58.8187  206.4340
1 3 74  115.6775   67.0655  200.2739  103.6177  -59.5371  205.8974
1 3 75  116.9738   67.8747  199.6694  104.7685  -60.2554  205.3608
1 3 76  118.2700   68.6839  199.0650  105.9192  -60.9738  204.8242
1 3 77  119.5663   69.4931  198.4605  107.0700  -61.6922  204.2876
1 3 78  120.8625   70.3023  197.8561  108.2207  -62.4105  203.7510
1 3 79  122.1588   71.1115  197.2516  109.3714  -63.1289  203.2144
1 3 80  123.4550   71.9207  196.6472  110.5222  -63.8472  202.6778
1 3 81  124.7513   72.7299  196.0427  111.6729  -64.5656  202.1412
1 3 82  126.0475   73.5391  195.4383  112.8237  -65.2840  201.6046
1 3 83  127.3438   74.3483  194.8338  113.9744  -66.0023  201.0680
1 3 84  128.6400   75.1575  194.2294  115.1252  -66.7207  200.5314
1 3 85  129.9363   75.9667  193.6249  116.2759  -67.4391  199.9948
1 3 86  131.2325   76.7759  193.0205  117.4266  -68.1574  199.4582
1 3 87  132.5288   77.5851  192.4160  118.5774  -68.8758  198.9216
1 3 88  133.8250   78.3943  191.8116  119.7281  -69.5942  198.3850
1 3 89  135.1213   79.2035  191.2071  120.8789  -70.3125  197.8484
1 3 90  136.4175   80.0127  190.6026  122.0296  -71.0309  197.3118
1 3 91  137.7138   80.8219  189.9982  123.1803  -71.7492  196.7752
1 3 92  139.0100   81.6311  189.3937  124.3311  -72.4676  196.2386
1 3 93  140.3063   82.4403  188.7893  125.4818  -73.1860  195.7020
1 3 94  141.6025   83.2495  188.1848  126.6326  -73.9043  195.1654
1 3 95  142.8988   84.0587  187.5804  127.7833  -74.6227  194.6288
1 3 96  144.1950   84.8679  186.9759  128.9340  -75.3411  194.0922
1 3 97  145.4913   85.6771  186.3715  130.0848  -76.0594  193.5557
1 3 98  146.7875   86.4863  185.7670  131.2355  -76.7778  193.0191
1 3 99  148.0838   87.2955  185.1626  132.3863  -77.4961  192.4825
1 3 100  149.3800   88.1047  184.5581  133.5370  -78.2145  191.9459
1 3 101  150.6763   88.9139  183.9537  134.6878  -78.9329  191.4093
1 3 102  151.9725   89.7231  183.3492  135.8385  -79.6512  190.8727
1 3 103  153.2688   90.5323  182.7448  136.9892  -80.3696  190.3361
1 3 104  154.5651   91.3415  182.1403  138.1400  -81.0880  189.7995
1 3 105  155.8613   92.1507  181.5359  139.2907  -81.8063  189.2629
1 3 106  157.1576   92.9599  180.9314  140.4415  -82.5247  188.7263
1 3 107  158.4538   93.7691  180.3270  141.5922  -83.2430  188.1897
1 3 108  159.7501   94.5783  179.7225  142.7429  -83.9614  187.6531
1 3 109  161.0463   95.3875  179.1181  143.8937  -84.6798  187.1165
1 3 110  162.3426   96.1967  178.5136  145.0444  -85.3981  186.5799
1 3 111  163.6388   97.0059  177.9092  146.1952  -86.1165  186.0433
1 3 112  164.9351   97.8151  177.3047  147.3459  -86.8349  185.5067
1 3 113  166.2313   98.6243  176.7002  148.4966  -87.5532  184.9701
1 3 114  167.5276   99.4335  176.0958  149.6474  -88.2716  184.4335
1 4 1   20.8926    7.5893  245.7512   19.5279   -6.7374  246.3875
1 4 2   22.1889    8.3985  245.1467   20.6787   -7.4558  245.8509
1 4 3   23.4851    9.2077  244.5423   21.8294   -8.1741  245.3143
1 4 4   24.7814   10.0169  243.9378   22.9801   -8.8925  244.7777
1 4 5   26.0776   10.8261  243.3333   24.1309   -9.6108  244.2411
1 4 6   27.3739   11.6353  242.7289   25.2816  -10.3292  243.7045
1 4 7   28.6702   12.4445  242.1244   26.4324  -11.0476  243.1679
1 4 8   29.9664   13.2537  241.5200   27.5831  -11.7659  242.6313
1 4 9   31.2627   14.0629  240.9155   28.7339  -12.4843  242.0947
