!row 1 name
!row 2 number of paddles
!next N rows, the length (cm) four midplane corners
!L  P0x	P0z	P1x	P1z	P2x	P2z	P3x	P3z
!in sector system. In normal view (beam from left, top sector) a paddle is tilted to the left. P0 is the 
!upper right corner, P1 the bottom right, P2 the bottom left, p3 the upper left

Panel 1A
23
32.2834	83.9819	695.6867	70.3872	702.0260	68.2403	697.4220	81.8350	691.0827
48.1392	97.7134	689.2836	84.1188	695.6229	81.9719	691.0188	95.5665	684.6796
63.9951	111.4450	682.8805	97.8504	689.2198	95.7035	684.6157	109.2981	678.2764
79.8509	125.1765	676.4774	111.5819	682.8166	109.4350	678.2126	123.0296	671.8733
95.7068	138.9081	670.0742	125.3135	676.4135	123.1666	671.8094	136.7612	665.4702
106.4826	152.6397	663.6711	139.0450	670.0104	136.8981	665.4063	150.4928	659.0670
122.3384	166.3712	657.2680	152.7766	663.6072	150.6297	659.0032	164.2243	652.6639
138.1943	180.1028	650.8648	166.5082	657.2041	164.3613	652.6001	177.9559	646.2608
154.0501	193.8343	644.4617	180.2397	650.8010	178.0928	646.1969	191.6874	639.8576
169.9060	207.5659	638.0586	193.9713	644.3978	191.8244	639.7938	205.4190	633.4545
185.7618	221.2975	631.6554	207.7028	637.9947	205.5559	633.3907	219.1506	627.0514
201.6176	235.0290	625.2523	221.4344	631.5916	219.2875	626.9875	232.8821	620.6483
217.4735	248.7606	618.8492	235.1660	625.1884	233.0191	620.5844	246.6137	614.2451
233.3293	262.4921	612.4460	248.8975	618.7853	246.7506	614.1813	260.3452	607.8420
249.1852	276.2237	606.0429	262.6291	612.3822	260.4822	607.7781	274.0768	601.4389
265.0410	289.9553	599.6398	276.3606	605.9790	274.2137	601.3750	287.8084	595.0357
280.8968	303.6868	593.2366	290.0922	599.5759	287.9453	594.9719	301.5399	588.6326
296.7527	317.4184	586.8335	303.8238	593.1728	301.6769	588.5687	315.2715	582.2295
312.6085	331.1499	580.4304	317.5553	586.7697	315.4084	582.1656	329.0030	575.8263
328.4644	344.8815	574.0272	331.2869	580.3665	329.1400	575.7625	342.7346	569.4232
344.3202	358.6131	567.6241	345.0184	573.9634	342.8715	569.3593	356.4662	563.0201
360.1760	372.3446	561.2210	358.7500	567.5603	356.6031	562.9562	370.1977	556.6169
376.0319	386.0762	554.8179	372.4816	561.1571	370.3347	556.5531	383.9293	550.2138

!row 1 name
!row 2 number of paddles
!next N rows, the length (cm) four midplane corners
!L  P0x	P0z	P1x	P1z	P2x	P2z	P3x	P3z
!in sector system. In normal view (beam from left, top sector) a paddle is tilted to the left. P0 is the 
!upper right corner, P1 the bottom right, P2 the bottom left, p3 the upper left

Panel 1B
58
15.2146	65.7087	691.0613	60.2707	693.5967	57.7353	688.1587	63.1733	685.6233
15.2146	71.1443	688.5213	65.7063	691.0567	63.1709	685.6187	68.6089	683.0833
27.8384	76.6561	685.9559	71.2181	688.4913	68.6827	683.0533	74.1207	680.5179
27.8384	82.2949	683.3397	76.8569	685.8751	74.3215	680.4371	79.7595	677.9017
40.9194	87.9591	680.6981	82.5211	683.2335	79.9857	677.7955	85.4237	675.2601
40.9194	93.5979	678.0565	88.1599	680.5919	85.6245	675.1539	91.0625	672.6185
53.9750	99.2875	675.4149	93.8495	677.9503	91.3141	672.5123	96.7521	669.9769
53.9750	104.9263	672.7987	99.4883	675.3341	96.9529	669.8961	102.3909	667.3607
67.0560	110.5905	670.1317	105.1525	672.6671	102.6171	667.2291	108.0551	664.6937
67.0560	116.2293	667.5155	110.7913	670.0509	108.2559	664.6129	113.6939	662.0775
80.1116	121.9189	664.8739	116.4809	667.4093	113.9455	661.9713	119.3835	659.4359
80.1116	127.5323	662.2323	122.0943	664.7677	119.5589	659.3297	124.9969	656.7943
93.1672	133.2219	659.5907	127.7839	662.1261	125.2485	656.6881	130.6865	654.1527
93.1672	138.8607	656.9491	133.4227	659.4845	130.8873	654.0465	136.3253	651.5111
106.2482	144.5249	654.3075	139.0869	656.8429	136.5515	651.4049	141.9895	648.8695
106.2482	150.1637	651.6913	144.7257	654.2267	142.1903	648.7887	147.6283	646.2533
119.3038	155.8533	649.0243	150.4153	651.5597	147.8799	646.1217	153.3179	643.5863
119.3038	161.4921	646.4081	156.0541	648.9435	153.5187	643.5055	158.9567	640.9701
132.3594	167.1563	643.7665	161.7183	646.3019	159.1829	640.8639	164.6209	638.3285
132.3594	172.7951	641.1249	167.3571	643.6603	164.8217	638.2223	170.2597	635.6869
145.4404	178.4847	638.4833	173.0467	641.0187	170.5113	635.5807	175.9493	633.0453
145.4404	184.1235	635.8671	178.6855	638.4025	176.1501	632.9645	181.5881	630.4291
158.4960	189.7877	633.2001	184.3497	635.7355	181.8143	630.2975	187.2523	627.7621
158.4960	195.4265	630.5839	189.9885	633.1193	187.4531	627.6813	192.8911	625.1459
171.5516	201.1161	627.9423	195.6781	630.4777	193.1427	625.0397	198.5807	622.5043
171.5516	206.7295	625.3007	201.2915	627.8361	198.7561	622.3981	204.1941	619.8627
184.6326	212.4191	622.6591	206.9811	625.1945	204.4457	619.7565	209.8837	617.2211
184.6326	218.0579	620.0429	212.6199	622.5783	210.0845	617.1403	215.5225	614.6049
197.6882	223.7475	617.3759	218.3095	619.9113	215.7741	614.4733	221.2121	611.9379
197.6882	229.3609	614.7597	223.9229	617.2951	221.3875	611.8571	226.8255	609.3217
210.7438	235.0505	612.0927	229.6125	614.6281	227.0771	609.1901	232.5151	606.6547
210.7438	240.6893	609.4765	235.2513	612.0119	232.7159	606.5739	238.1539	604.0385
223.8248	246.3535	606.8349	240.9155	609.3703	238.3801	603.9323	243.8181	601.3969
223.8248	251.9923	604.1933	246.5543	606.7287	244.0189	601.2907	249.4569	598.7553
236.8804	257.6819	601.5517	252.2439	604.0871	249.7085	598.6491	255.1465	596.1137
236.8804	263.3207	598.9355	257.8827	601.4709	255.3473	596.0329	260.7853	593.4975
249.9360	268.9849	596.2685	263.5469	598.8039	261.0115	593.3659	266.4495	590.8305
249.9360	274.6237	593.6523	269.1857	596.1877	266.6503	590.7497	272.0883	588.2143
263.0170	280.3133	591.0107	274.8753	593.5461	272.3399	588.1081	277.7779	585.5727
263.0170	285.9521	588.3691	280.5141	590.9045	277.9787	585.4665	283.4167	582.9311
276.0726	291.6163	585.7275	286.1783	588.2629	283.6429	582.8249	289.0809	580.2895
276.0726	297.2551	583.1113	291.8171	585.6467	289.2817	580.2087	294.7197	577.6733
289.1282	302.9447	580.4443	297.5067	582.9797	294.9713	577.5417	300.4093	575.0063
289.1282	308.5581	577.8281	303.1201	580.3635	300.5847	574.9255	306.0227	572.3901
302.2092	314.2477	575.1611	308.8097	577.6965	306.2743	572.2585	311.7123	569.7231
302.2092	319.8865	572.5449	314.4485	575.0803	311.9131	569.6423	317.3511	567.1069
315.2648	325.5761	569.9033	320.1381	572.4387	317.6027	567.0007	323.0407	564.4653
315.2648	331.1895	567.2871	325.7515	569.8225	323.2161	564.3845	328.6541	561.8491
328.3458	336.8791	564.6201	331.4411	567.1555	328.9057	561.7175	334.3437	559.1821
328.3458	342.5179	562.0039	337.0799	564.5393	334.5445	559.1013	339.9825	556.5659
341.4014	348.1821	559.3369	342.7441	561.8723	340.2087	556.4343	345.6467	553.8989
341.4014	353.8209	556.7207	348.3829	559.2561	345.8475	553.8181	351.2855	551.2827
354.4570	359.5105	554.0791	354.0725	556.6145	351.5371	551.1765	356.9751	548.6411
354.4570	365.1493	551.4375	359.7113	553.9729	357.1759	548.5349	362.6139	545.9995
367.5380	370.8135	548.7959	365.3755	551.3313	362.8401	545.8933	368.2781	543.3579
367.5380	376.4523	546.1797	371.0143	548.7151	368.4789	543.2771	373.9169	540.7417
380.5936	382.1419	543.5127	376.7039	546.0481	374.1685	540.6101	379.6065	538.0747
380.5936	387.7807	540.8965	382.3427	543.4319	379.8073	537.9939	385.2453	535.4585

!row 1 name
!row 2 number of paddles
!next N rows, the length (cm) four midplane corners
!L  P0x	P0z	P1x	P1z	P2x	P2z	P3x	P3z
!in sector system. In normal view (beam from left, top sector) a paddle is tilted to the left. P0 is the 
!upper right corner, P1 the bottom right, P2 the bottom left, p3 the upper left

Panel 2
5
371.2972	387.4225	518.5449	379.6575	531.3787	375.3111	528.7490	383.0761	515.9152
385.0132	398.9655	499.4664	391.2005	512.3002	386.8541	509.6705	394.6191	496.8367
398.7292	410.6506	480.4739	402.8856	493.3077	398.5392	490.6780	406.3042	477.8442
412.4706	422.0522	461.3098	414.2872	474.1436	409.9408	471.5139	417.7058	458.6801
426.1866	433.5972	442.2281	425.8322	455.0619	421.4858	452.4322	429.2508	439.5984

