#-----------------------------------------------------------------------------
# TRANSLATION TABLE
#-----------------------------------------------------------------------------
# Detector - CRATE - SLOT - CHANNEL - SECTOR - LAYER - COMPONENT - ORDER
# ORDER 0=ADCL, 1=ADCR, 2=TDCL, 3=TDCR
#-----------------------------------------------------------------------------
FTCAL	71	8	2      1       0       176	 0
FTCAL	71	8	1      1       0       198	 0
FTCAL	71	8	0      1       0       220	 0
FTCAL	70	15	8      1       0       242	 0
FTCAL	71	7	15     1       0       264	 0
FTCAL	71	7	14     1       0       286	 0
FTCAL	71	8	3      1       0       111	 0
FTCAL	71	8	4      1       0       133	 0
FTCAL	71	8	5      1       0       155	 0
FTCAL	71	8	6      1       0       177	 0
FTCAL	71	8	7      1       0       199	 0
FTCAL	71	8	8      1       0       221	 0
FTCAL	71	7	8      1       0       243	 0
FTCAL	71	7	9      1       0       265	 0
FTCAL	71	7	10     1       0       287	 0
FTCAL	71	7	11     1       0       309	 0
FTCAL	71	7	12     1       0       331	 0
FTCAL	71	7	13     1       0       353	 0
FTCAL	71	8	10     1       0       90 	 0
FTCAL	71	8	9      1       0       112	 0
FTCAL	71	8	11     1       0       134	 0
FTCAL	71	8	12     1       0       156	 0
FTCAL	71	8	13     1       0       178	 0
FTCAL	71	8	14     1       0       200	 0
FTCAL	71	8	15     1       0       222	 0
FTCAL	71	7	1      1       0       244	 0
FTCAL	71	7	2      1       0       266	 0
FTCAL	71	7	3      1       0       288	 0
FTCAL	71	7	4      1       0       310	 0
FTCAL	71	7	5      1       0       332	 0
FTCAL	71	7	7      1       0       354	 0
FTCAL	71	7	6      1       0       376	 0
FTCAL	71	9	2      1       0       69 	 0
FTCAL	71	9	1      1       0       91 	 0
FTCAL	71	9	0      1       0       113	 0
FTCAL	71	9	3      1       0       135	 0
FTCAL	71	9	4      1       0       157	 0
FTCAL	71	9	5      1       0       179	 0
FTCAL	71	9	6      1       0       201	 0
FTCAL	71	9	7      1       0       223	 0
FTCAL	71	6	9      1       0       245	 0
FTCAL	71	6	10     1       0       267	 0
FTCAL	71	6	11     1       0       289	 0
FTCAL	71	6	12     1       0       311	 0
FTCAL	71	6	13     1       0       333	 0
FTCAL	71	7	0      1       0       355	 0
FTCAL	71	6	15     1       0       377	 0
FTCAL	71	6	14     1       0       399	 0
FTCAL	71	9	11     1       0       48 	 0
FTCAL	71	9	10     1       0       70 	 0
FTCAL	71	9	9      1       0       92 	 0
FTCAL	71	9	8      1       0       114	 0
FTCAL	71	9	12     1       0       136	 0
FTCAL	71	9	13     1       0       158	 0
FTCAL	71	9	14     1       0       180	 0
FTCAL	71	9	15     1       0       202	 0
FTCAL	70	15	9      1       0       224	 0
FTCAL	71	6	0      1       0       246	 0
FTCAL	71	6	1      1       0       268	 0
FTCAL	71	6	2      1       0       290	 0
FTCAL	71	6	3      1       0       312	 0
FTCAL	71	6	4      1       0       334	 0
FTCAL	71	6	8      1       0       356	 0
FTCAL	71	6	7      1       0       378	 0
FTCAL	71	6	6      1       0       400	 0
FTCAL	71	6	5      1       0       422	 0
FTCAL	71	10	0      1       0       27 	 0
FTCAL	71	10	1      1       0       49 	 0
FTCAL	71	10	2      1       0       71 	 0
FTCAL	71	10	3      1       0       93 	 0
FTCAL	71	10	4      1       0       115	 0
FTCAL	71	10	5      1       0       137	 0
FTCAL	71	10	6      1       0       159	 0
FTCAL	71	10	7      1       0       181	 0
FTCAL	71	10	8      1       0       203	 0
FTCAL	71	10	9      1       0       225	 0
FTCAL	71	5	7      1       0       247	 0
FTCAL	71	5	8      1       0       269	 0
FTCAL	71	5	9      1       0       291	 0
FTCAL	71	5	10     1       0       313	 0
FTCAL	71	5	11     1       0       335	 0
FTCAL	71	5	12     1       0       357	 0
FTCAL	71	5	13     1       0       379	 0
FTCAL	71	5	14     1       0       401	 0
